연번,시군명,시설명,주소
413,창원시,새모실경로당,마산합포구 진동면 새무실길 18(진동면)
414,창원시,오산경로당,마산합포구 진동면 오산3길 37-16(진동면)
415,창원시,태봉경로당,마산합포구 진동면 태봉1길 85-29(진동면)
416,창원시,다구경로당,마산합포구 진동면 다구1길 59-10(진동면)
417,창원시,야촌경로당,마산합포구 진동면 교동1길 18(진동면)
418,창원시,도만경로당,마산합포구 진동면 도만1길 42(진동면)
419,창원시,요장1구경로당,마산합포구 진동면 요장1길 83-5(진동면)
420,창원시,주도경로당,마산합포구 진동면 주도2길 22-66(진동면)
421,창원시,동촌2구경로당,마산합포구 진동면 동촌길 28(진동면)
422,창원시,한일유엔아이@경로당,마산합포구 진동면 진북산업로 58(진동면)
423,창원시,양도경로당,마산합포구 진동면 양도길 177-23(진동면)
424,창원시,협성엠파이어@경로당,마산합포구 진동면 진북산업로 55(진동면)
425,창원시,동촌3구경로당,"마산합포구 진동면 동촌길 185 (진동면,마산신화하니엘더마린)"
426,창원시,귀정경로당,마산합포구 진북면 귀정길 14
427,창원시,금산경로당,마산합포구 진북면 학동로 403
428,창원시,내추경로당,마산합포구 진북면 내추길 5
429,창원시,대티경로당,마산합포구 진북면 대티1길 103-11
430,창원시,대평경로당,마산합포구 진북면 대평길 46
431,창원시,대현경로당,마산합포구 진북면 대현길 9
432,창원시,덕곡경로당,마산합포구 진북면 덕곡덕기길 305-1
433,창원시,덕기경로당,마산합포구 진북면 덕곡덕기길 87
434,창원시,동삼경로당,마산합포구 진북면 동삼길 82
435,창원시,동촌남성경로당,마산합포구 진북면 지산5길 59
436,창원시,동촌여성경로당,마산합포구 진북면 지산5길 59
437,창원시,망곡경로당,마산합포구 진북면 망곡길 150
438,창원시,부산경로당,마산합포구 진북면 부산1길 83
439,창원시,부평경로당,마산합포구 진북면 부평1길 61
440,창원시,서북동경로당,마산합포구 진북면 학동로 614
441,창원시,서촌남성경로당,마산합포구 진북면 지산1길 63-8
442,창원시,서촌여성경로당,마산합포구 진북면 지산1길 63-8
443,창원시,성원아파트경로당,마산합포구 진북면 지산2길 31
444,창원시,신촌경로당,마산합포구 진북면 신촌마을길 2
445,창원시,연동경로당,마산합포구 진북면 연동1길 41
446,창원시,영학(학동)경로당,마산합포구 진북면 학동로 529
447,창원시,예곡경로당,마산합포구 진북면 의림로 101
448,창원시,외추경로당,마산합포구 진북면 추곡1길 94
449,창원시,이목남성경로당,마산합포구 진북면 학동로 238
450,창원시,이목여성경로당,마산합포구 진북면 학동로 238
451,창원시,인곡경로당,마산합포구 진북면 의림로 244
452,창원시,인곡상경로당,마산합포구 의림로 258-1
453,창원시,정곡경로당,마산합포구 진북면 진북정곡길 267
454,창원시,정삼경로당,마산합포구 진북면 정삼길 158
455,창원시,중촌경로당,마산합포구 진북면 중촌길 6-3
456,창원시,율티경로당,마산합포구 진전면 미더덕로 24
457,창원시,근곡경로당,마산합포구 진전면 근곡1길 181
458,창원시,신기경로당,마산합포구 진전면 진전신기길 5
459,창원시,임곡경로당,마산합포구 진전면 임곡길 133
460,창원시,진목경로당,마산합포구 진전면 진목길 42
461,창원시,대산경로당,마산합포구 진전면 대산길 71
462,창원시,봉곡경로당,마산합포구 진전면 봉곡길 16-7
463,창원시,도산경로당,마산합포구 진전면 팔의사로 841-17
464,창원시,곡안경로당,마산합포구 진전면 곡안1길 18
465,창원시,곡안부녀경로당,마산합포구 진전면 곡안1길 18
466,창원시,동산경로당,마산합포구 진전면  동산1길 59
467,창원시,동산여성경로당,마산합포구 진전면 동산1길 51
468,창원시,양촌경로당,마산합포구 진전면 팔의사로 390
469,창원시,개양경로당,마산합포구 진전면 개양길 11
470,창원시,대정경로당,마산합포구 진전면 의산삼일로 11
471,창원시,봉암경로당,마산합포구 진전면 팔의사로 209
472,창원시,일암경로당,마산합포구 진전면 일암1길 213
473,창원시,대방경로당,마산합포구 진전면 적석산길 616
474,창원시,동대경로당,마산합포구 진전면 오서로 19
475,창원시,동대부녀경로당,마산합포구 진전면 오서로 7-1
476,창원시,문화마을경로당,마산합포구 진전면 오서1길 14
477,창원시,서대경로당,마산합포구 진전면 대실로 120
478,창원시,회동경로당,마산합포구 진전면 탑동길 57
479,창원시,탑동경로당,마산합포구 진전면 탑동길 246
480,창원시,월안경로당,마산합포구 진전면 월안2길 11
481,창원시,호산경로당,마산합포구 진전며뉴 호산정달로 59
482,창원시,이명경로당,마산합포구 진전면 이명1길 94
483,창원시,정달경로당,마산합포구 진전면 호산정달로 151-29
484,창원시,창포경로당,마산합포구 진전면 회진로 1493-1
485,창원시,창포여성경로당,마산합포구 진전면 회진로 1493-1
486,창원시,시락경로당,마산합포구 진전면 회진로 1016-6
487,창원시,정곡경로당,마산합포구 진전면 진전정곡길 23-2
488,창원시,소포경로당,마산합포구 진전면 회진로 1140
489,창원시,상평경로당,마산합포구 진전면 상평음달길 2
490,창원시,미천경로당,마산합포구 진전면 미천1길 68
491,창원시,상촌경로당,마산합포구 진전면 금암상촌길 88
492,창원시,의산경로당,마산합포구 진전면 의산삼일로 65-1
493,창원시,의산부녀경로당,마산합포구 진전면 의산삼일로 65-1
494,창원시,중촌경로당,마산합포구 진전면 금암중촌길 43
495,창원시,거락경로당,마산합포구 진전면 거락2길 6
496,창원시,원산경로당,마산합포구 진전면 의산삼일로 248
497,창원시,대량경로당,마산합포구 진전면 대량1길 98
498,창원시,옥방경로당,마산합포구 진전면 옥방샛담길 55
499,창원시,옥방내동경로당,마산합포구 진전면 옥방내동길 195
500,창원시,둔덕경로당,마산합포구 진전면 둔덕안담길 27
501,창원시,예곡경로당,마산합포구 예곡길 194-4
502,창원시,두릉경로당,마산합포구 두릉길 192
503,창원시,우산경로당,마산합포구 우산길 19
504,창원시,옥동경로당,마산합포구 옥동길 79-10
505,창원시,묘촌남성경로당,마산합포구 묘촌1길 88
506,창원시,묘촌여성경로당,마산합포구 묘촌1길 88
507,창원시,덕동남성경로당,마산합포구 덕동길 126
508,창원시,덕동여성경로당,마산합포구 덕동길 126
509,창원시,율곡경로당,마산합포구 예곡길 63
510,창원시,중흥1차경로당,마산합포구 현동4길 20
511,창원시,창원현동LH아파트경로당,마산합포구 현동3길 1
512,창원시,그린경로당,마산합포구 묘촌1길 28
513,창원시,현동중흥S클래스프라디움3차경로당,마산합포구 현동1길 8
514,창원시,현동 코오롱하늘채아파트 경로당,"마산합포구 현동9길 13 1층(현동,코오롱하늘채아파트)"
515,창원시,가포제2남성경로당 ,마산합포구 가포해안길 21(가포동)
516,창원시,가포제2여성경로당,마산합포구 가포해안길 21(가포동)
517,창원시,건화맨션경로당,"마산합포구 가포로  176-45  (가포동, 건화그린맨션)"
518,창원시,가포LH아파트1단지경로당,마산합포구 가포본동5길 37
519,창원시,월영대내경로당,마산합포구 월영북3길 29-36 (월영동)
520,창원시,새동네남성경로당,마산합포구 월영서9길 5 (월영동)
521,창원시,새동네여성경로당,마산합포구 월영서9길 5 (월영동)
522,창원시,월영남성경로당,마산합포구 월영서3길 15 (월영동)
523,창원시,월영여성경로당,마산합포구 월영서3길 15 (월영동)
524,창원시,해운경로당(남자),마산합포구 가포로 63 (해운동)
525,창원시,해운경로당(여자),마산합포구 가포로 63 (해운동)
526,창원시,대내주공아파트경로당,"마산합포구 월영북15길 9 (대내동,대내주공아파트)"
527,창원시,월영라이프경로당,"마산합포구 월영서3길 95 (월영동,월영라이프타운)"
528,창원시,화인아트빌라남자경로당,"마산합포구 밤밭고개로 371 (월영동,화인아트빌라)"
529,창원시,화인아트빌라여자경로당,"마산합포구 밤밭고개로 371 (월영동,화인아트빌라)"
530,창원시,월영SK오션뷰경로당,마산합포구 월영남12길 12(월영동 월영SK오션뷰아파트)
531,창원시,두산1차아파트남자경로당,"마산합포구 월영동6길 35 (해운동,두산1차아파트)"
532,창원시,두산1차아파트여자경로당,"마산합포구 월영동6길 35 (해운동,두산1차아파트)"
533,창원시,대동씨코아경로당,"마산합포구 월영동로 8 (해운동,대동씨코아아파트)"
534,창원시,평화골든타워경로당,"마산합포구 월영동남로 18 (해운동,평화골든타워)"
535,창원시,한일비치맨션경로당,"마산합포구 월영동남로 22 (해운동,한일비치맨션)"
536,창원시,해오름아파트경로당,"마산합포구 월영동11길 57(해운동,해오름아파트)"
537,창원시,두산2차아파트남성경로당,"마산합포구 월영동로 19 (해운동,두산2차아파트)"
538,창원시,두산2차아파트여성경로당,"마산합포구 월영동로 19 (해운동,두산2차아파트)"
539,창원시,두산3차아파트남성경로당,"마산합포구 월영동11길 42 (해운동,두산3차아파트)"
540,창원시,두산3차아파트여성경로당,"마산합포구 월영동11길 42 (해운동,두산3차아파트)"
541,창원시,해운31통해운한백경로당,"마산합포구 월영동13길 14 (해운동,해운한백아파트)"
542,창원시,경민시티빌경로당,"마산합포구 해안대로 91 (해운동,경민시티빌아파트)"
543,창원시,해운동성아파트경로당,"마산합포구 월영동16길 17 (해운동,해운동성아파트)"
544,창원시,동아1차아파트경로당,"마산합포구 월영남로 43 (월영동,동아1차아파트)"
545,창원시,대동아파트경로당,"마산합포구 월영남로 42 (월영동,대동아파트)"
546,창원시,월영현대아파트경로당,"마산합포구 월영마을로 12 (월영동,월영현대아파트)"
547,창원시,현대산업1차아파트경로당,"마산합포구 월영마을로 7 (월영동,현대산업1차아파트)"
548,창원시,동아2차아파트남성경로당,"마산합포구 월영마을로 29 (월영동,동아2차아파트)"
549,창원시,동아2차아파트여성경로당,"마산합포구 월영마을로 29 (월영동,동아2차아파트)"
550,창원시,현대산업2차아파트경로당,"마산합포구 월영마을로 52 (월영동,현대산업2차아파트)"
551,창원시,월영현대3차경로당,"마산합포구 월영마을로 32 (월영동,월영현대3차아파트)"
552,창원시,월영새동네경로당,마산합포구 월영남10길 23-3 (월영동)
553,창원시,마린애시앙경로당,"마산합포구 가포순환로33(월영동,마린애시앙아파트)"
554,창원시,대창경로당,마산합포구 문화서6길 32 (대창동)
555,창원시,대창여성경로당,마산합포구 문화서6길 32 (대창동)
556,창원시,당산경로당,마산합포구 문화남9길 11 (화영동)
557,창원시,당산여성경로당,마산합포구 문화남9길 11 (화영동)
558,창원시,창포경로당,마산합포구 문화동10길 9-1 (창포동2가)
559,창원시,창포여성경로당,마산합포구 문화동10길 9-1 (창포동2가)
560,창원시,월남경로당,마산합포구 문화북5길 10-1 (평화동)
561,창원시,월남여성경로당,마산합포구 문화북5길 10-1 (평화동)
562,창원시,창포동성아파트경로당,"마산합포구 문화동7길 25 (창포동1가, 동성아파트)"
563,창원시,창포경남맨션경로당,"마산합포구 문화동14길 68 (창포동2가, 창포경남아파트)"
